Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
991,31.0,Male,Single,HR,Analyst,3,3534.0,23,26.0,4,3,4,4.0,3,55,Yes,4,38,9,4,4,3,39,4,No
992,55.0,Female,Married,HR,Manager,1,6364.0,63,21.0,3,0,1,2.0,2,30,No,8,42,8,1,2,2,33,2,Yes
993,23.0,Male,Single,Finance,Executive,2,6342.0,47,5.0,14,8,1,5.0,2,87,Yes,8,37,1,2,2,4,38,4,No
994,24.0,Male,Divorced,Finance,Manager,2,16465.0,32,10.0,10,2,4,2.0,4,6,Yes,7,51,18,2,2,3,8,4,No
995,56.0,Male,Single,HR,Manager,1,7500.0,23,6.0,11,9,4,4.0,2,89,Yes,9,39,16,3,1,4,49,1,No
996,27.0,Female,Divorced,HR,Analyst,2,4172.0,76,24.0,14,3,4,5.0,4,76,No,4,46,10,3,1,4,24,4,No
997,47.0,Male,Single,IT,Manager,4,11007.0,71,19.0,6,0,3,1.0,1,53,Yes,7,36,16,3,2,4,39,3,Yes
998,50.0,Female,Divorced,IT,Executive,1,4641.0,43,25.0,12,3,4,1.0,1,7,Yes,1,46,9,2,3,3,33,2,No
999,28.0,Female,Married,HR,Executive,4,19855.0,92,13.0,13,0,2,2.0,2,54,No,4,52,17,4,1,4,41,4,No
1000,48.0,Female,Divorced,IT,Analyst,2,11738.0,39,1.0,1,4,3,1.0,2,68,Yes,2,59,5,1,4,3,43,2,No
